34196 71447
1285 11393 353
1367 21225 4961
620 30225 25971
1731 8380 7872
20724 27666 471
212 20948 24305
3798 14942 1497
917 6769 39974
917 23760 28394
4225 6160 54
1449 16408 19257
1055 1880 2785
2115 8216 673
551 3339 941
212 26327 23160
1026 5021 1136
6242 7469 2336
1468 33453 9165
9678 19628 948
17407 21380 167
2811 7150 1018
1271 4722 6103
3675 9356 2228
11179 33202 45
1737 7469 2525
917 25197 37537
18400 29227 788
6660 11663 145
512 7828 12270
1808 9995 3267
5073 7300 1700
512 5343 11626
19324 19443 62
1731 10411 7584
50 195 698
1113 28304 1095
656 23362 3663
1475 3062 167
1104 20196 2983
10755 28352 782
24840 25013 595
577 955 15631
11477 33665 136
917 21216 28043
79 212 24864
2002 10842 1163
6559 10125 320
11379 20159 485
620 1293 33621
12928 13017 405
1616 5636 689
6603 18077 277
1808 17612 3629
577 20713 12129
1449 22320 15169
512 25932 11152
1468 5133 8950
1613 5725 601
1429 9828 1834
4664 28824 728
3581 10745 542
16351 20361 439
1801 1972 905
2174 26295 8834
1113 12150 1657
212 6701 19970
2074 10917 134
2174 8314 8700
2189 21230 914
1468 3980 10711
1880 10925 3200
7949 13327 702
469 1756 138
3994 7467 500
3740 6853 495
21569 24988 411
998 33813 487
1351 1979 278
212 2161 25075
577 2626 12701
15179 17767 316
917 1861 38329
9902 14747 1760
1273 12664 9642
68 23050 42569
2189 18885 1270
2962 9679 124
1731 3854 6930
512 12417 12910
136 12706 4296
995 1273 8729
577 1482 11246
19364 30345 205
1021 13103 1911
6027 9633 236
582 18705 1002
68 7077 46676
68 4580 34475
212 4737 20439
141 2190 1051
3037 4555 457
212 28649 21865
3734 10690 3177
795 6998 2197
2183 16969 113
1323 8168 583
2767 8836 62
577 33412 15170
2364 8082 4563
3438 15851 6984
13042 13143 92
1926 8157 742
30338 31654 49
2581 7855 563
596 3640 332
13776 27104 1794
951 20378 2976
2174 20588 7826
3900 5977 1465
13799 26247 294
3641 5903 302
8245 12221 909
16487 25013 611
1163 5819 80
1367 15407 5559
132 400 2199
574 26772 48
10755 22059 816
13094 13103 1175
68 1406 44238
1797 20901 232
68 14943 38960
14740 27791 57
12530 13776 1834
3571 10103 422
620 7509 31177
1468 20149 9143
29223 29247 90
18002 26794 190
6992 9163 92
577 2294 12155
917 23613 28994
5699 16375 86
3499 3784 326
68 33351 42377
1395 6766 5988
512 3415 13259
17642 18525 631
30508 30728 205
1273 1309 11003
20327 23996 1307
8220 18795 228
22741 30014 1506
935 8059 919
511 6751 1868
1271 21749 6638
495 3795 470
512 2299 16343
13141 33069 40
68 4279 43490
136 196 5292
68 29618 38258
6676 27566 1896
16295 24269 259
2364 16232 6547
620 22821 29031
511 5605 972
9512 30074 194
8071 21563 935
212 12124 23786
1468 10430 7755
3438 26056 7176
8249 27835 63
23489 25277 272
6546 21802 5097
919 2418 2541
68 10929 41159
1731 8980 5934
68 23201 38026
3712 9214 2355
10996 11251 224
2364 24913 4816
871 7831 3306
8286 12204 1021
1273 19612 11746
9743 21125 273
1351 18943 145
5476 23734 393
1271 22247 5770
2191 22150 86
6941 10066 553
9824 15565 727
236 22983 25
8887 29966 433
917 1345 39765
178 3677 325
728 5575 1238
22620 32296 40
1676 7803 794
552 17986 3392
1395 12642 5618
7570 11447 138
1577 9558 845
604 7469 6710
512 23206 11251
68 26944 32397
795 29868 2034
2094 18368 2666
597 620 35381
21740 24006 174
1468 11245 10750
95 1865 1386
68 28053 42866
917 5391 36648
864 21472 857
8176 15483 563
843 24020 376
512 16090 10990
955 20473 1308
1395 15335 5639
5529 13327 558
195 2363 581
912 24641 2916
13776 21472 2768
656 7918 3041
302 2546 447
6267 23230 539
917 10485 39538
1449 7892 19184
1808 29354 3362
613 620 25872
8537 15570 46
68 2262 32655
663 23072 8576
68 14295 44215
16202 25102 275
917 19663 35033
546 604 4846
68 33737 41952
19136 22603 1029
512 3980 11578
1808 3656 3549
7134 13776 3462
923 21642 129
1395 14433 6459
5192 10285 53
19422 29924 385
1239 1288 2093
2839 7185 178
13272 24047 283
917 18187 31752
23309 25972 69
18241 18666 143
9526 19286 652
1786 21526 629
2174 13958 8624
21010 22193 92
25469 25507 119
496 6810 908
1559 2805 560
620 11025 33783
716 3218 315
15219 26875 66
68 136 42386
30411 30413 30
10066 14805 764
196 12671 1658
15410 22232 31
18355 20882 448
1449 18468 14778
9233 12530 237
68 17396 34716
604 12403 4050
1583 6301 929
78 11082 6688
68 27787 36310
212 831 20289
7320 28980 114
12213 28233 1278
207 16174 2885
8705 31061 835
68 11378 37233
512 16660 15129
13322 20546 159
14926 17519 56
4721 19012 583
68 6477 42435
21042 28984 844
1449 3373 15028
18044 22228 191
2174 10712 8000
26797 29737 27
917 20355 30451
3980 10173 394
9678 32842 927
7533 31987 476
68 10304 40180
620 20192 31492
18368 28174 1862
1407 3448 190
4812 19038 244
21579 25341 583
26043 28552 203
1468 12564 10014
923 1271 5483
9916 18621 472
620 11427 33825
212 2076 23195
451 1437 901
1807 27203 2040
10842 28952 1332
68 11475 44125
8132 23629 71
2846 7189 34
11877 12434 149
212 10805 20393
3527 15208 98
5362 22987 238
917 10537 35779
13988 16925 55
577 6251 15609
7524 7554 758
552 18649 4700
656 20379 3994
912 12545 2252
780 22722 3647
9529 32806 374
1104 8559 2417
7589 32665 1477
994 4335 69
2820 3193 975
3631 3798 1293
663 23766 8977
912 21593 2787
1807 11928 1446
5391 16487 576
29824 30428 43
1582 25034 1165
3994 4097 505
212 4659 26567
2068 15455 300
21792 27237 49
656 1167 3524
78 7004 6336
13927 27982 157
656 10568 5523
938 1271 5014
843 1271 6840
7919 23356 848
1807 17157 2038
1605 2580 1251
608 3805 2458
901 917 28435
1518 1731 7124
360 3832 2200
7589 31840 1381
512 4160 15588
17576 27605 1718
16463 23832 34
4480 33561 59
919 926 3344
604 5073 4445
7748 9186 165
512 2069 14647
15328 22821 1735
212 21579 26635
5439 25134 490
19633 29862 138
8931 16664 606
663 31283 10492
136 137 6078
5904 9384 363
512 20693 14949
11744 26638 733
12072 28275 88
2095 4832 133
68 5371 34180
598 26044 163
6310 7469 2733
2020 15405 887
212 982 23597
9452 31554 244
512 7141 11718
656 19136 3874
941 13387 689
654 1468 8672
1449 2723 17937
1880 12093 2207
30811 32635 51
1239 23134 1600
192 2266 1310
4600 24105 799
552 9735 3378
620 1695 34850
2174 26421 8657
917 9061 29877
400 2581 2964
68 20588 41434
5950 6361 825
577 21207 12585
2364 23541 6327
4512 33808 1227
917 17896 32007
663 2811 11970
546 26196 908
19158 31551 763
4670 15160 580
30129 32587 544
20593 21701 308
1591 20500 105
9558 30306 999
595 26400 799
5601 13776 2621
21195 26434 358
262 13575 358
1449 4329 14608
1273 10397 12342
1030 6751 1062
136 3181 5677
3832 4512 2247
8705 19284 822
917 8261 33928
1926 13791 868
3495 26821 238
577 3987 11704
2505 13497 417
13801 22020 1279
9301 19268 434
608 14994 2252
13678 15405 244
396 917 36753
8174 21380 226
9828 28636 1358
16333 25666 158
212 21278 19196
2387 2551 294
2219 29073 992
6018 19953 562
30958 32703 51
577 1849 12690
593 27339 1152
5110 29968 3288
5628 23617 1511
481 4087 3534
212 10186 23135
1449 13211 20586
2675 5468 331
3575 6640 326
577 8125 12506
8139 21444 192
12055 13928 84
5110 30486 3428
5628 23866 1528
12204 15312 961
917 13613 31657
620 17585 26081
20327 23977 1623
584 6573 789
1104 6723 2298
30060 31030 45
1583 18995 1037
1468 5306 7866
448 14278 53
196 14236 1541
917 2826 30925
1449 17403 15885
4604 13801 766
68 11564 38383
6546 14924 5752
8530 16008 321
474 24457 688
16223 24494 113
68 6730 40981
68 4256 42686
2174 3513 10152
78 10177 8308
1316 4600 968
6604 7304 396
12408 18413 460
2368 21472 1666
6131 11379 528
23 7716 165
1364 13190 72
3819 10038 518
21569 25150 428
8245 17970 899
14691 22882 151
2174 21243 8836
2 5638 400
620 11623 30585
136 11524 5524
5638 24706 243
912 25682 2400
16443 20565 655
15300 20830 188
22050 28920 90
12932 33049 1536
620 4321 26550
1449 14063 16334
3712 11621 1989
3084 5870 1303
620 1827 27850
68 20807 41167
5601 24788 154
577 8992 14894
1179 1273 9392
1271 1273 17383
2364 24886 5549
5540 16425 772
951 23591 2829
68 14579 32753
5628 25427 1384
620 7172 24923
917 11978 34142
941 1676 1534
1731 11459 6246
1325 22523 809
3135 23112 56
2687 2841 385
1449 33621 17678
620 3518 28527
512 15233 10768
21740 34025 110
1886 3799 370
212 7736 26992
68 17309 43511
1104 22783 2262
212 13969 23460
7831 14433 838
3798 22139 1705
8125 16456 153
10552 17911 115
1239 4080 1741
19639 32303 25
212 22927 18946
79 3133 181
212 15302 23108
6062 7414 179
15915 26067 239
6546 16061 4355
719 871 3010
917 15011 33558
1449 20185 18994
359 613 156
917 12517 38282
1272 3032 912
1449 7514 18413
1987 12105 181
594 6741 2462
2150 17504 140
8245 29092 965
78 10227 8404
13799 14992 262
19516 30106 57
136 8878 5753
1731 8674 5513
68 22916 38495
874 2294 164
2123 10568 3271
2342 21522 974
5038 11285 1684
4512 13326 1626
3438 10565 5015
212 16991 18411
9168 9214 333
1880 27819 3098
481 5968 2661
1808 2123 4629
4485 33798 100
1807 4531 1457
1807 20937 1812
915 5390 760
604 11582 3545
3633 10117 52
620 22978 36228
8328 20648 100
7320 33986 117
512 2782 12106
3438 18281 5359
212 4945 21548
1449 7059 15544
30459 32209 25
577 2869 16634
512 6541 13329
1881 15528 110
2240 3473 542
212 13601 21458
4663 20619 63
604 4641 3475
1273 33507 8407
2299 6359 1031
1887 25808 90
6323 7483 847
917 6027 38900
78 7064 8291
604 5978 3693
8413 28223 484
912 24064 2894
917 14668 36044
9274 32221 228
5984 33782 61
7803 21446 138
398 5415 378
9265 19205 661
21709 24437 215
1271 26927 5603
9391 19202 133
917 13479 36334
1731 23119 5832
4374 23064 180
1807 17630 1560
2130 8331 190
11379 16530 478
6635 17602 88
212 2932 23549
593 1323 1985
192 8057 1099
115 15188 146
2156 12335 248
14006 26017 81
552 10616 4892
6676 8219 2132
2614 23795 711
4805 11775 401
7589 31255 1210
3478 13197 1015
608 21857 3695
620 17856 33130
19338 31482 253
810 5591 94
2045 28512 612
6655 21131 2059
1113 13745 1178
1195 1449 20106
512 4938 15450
152 1395 6431
2174 26725 9171
2299 24156 962
29829 29871 288
22867 28775 288
3438 11801 6877
552 27688 4165
192 23418 1557
1273 17833 10409
2174 3780 7268
678 1449 14367
3832 9317 1011
512 10064 14951
68 17037 43581
481 8640 2594
917 24149 30826
474 24739 658
9544 22746 125
11423 12536 82
2306 13496 1909
1026 12617 1334
210 8397 361
2631 25726 574
917 6067 33557
68 26421 36311
6670 9740 444
10066 14588 709
3438 21038 5937
512 2923 13490
177 9729 230
512 19517 15895
14433 18215 716
1075 15773 61
9359 31558 97
3339 6055 466
656 13431 4249
3754 26091 62
18368 26928 2424
593 21991 1398
552 18243 4871
593 28630 1184
7589 9518 1357
6546 17439 4527
663 3986 10556
19158 31128 749
1502 5825 175
917 11425 38660
212 4326 21169
7919 20416 1096
8458 17370 300
512 8437 15515
19424 31430 128
1271 10634 6123
604 1582 4701
13643 22297 176
8887 19564 451
1395 18162 5174
6963 12204 1148
14679 16860 224
23384 25147 330
13332 13419 78
3644 10838 1213
2167 11876 134
12979 12986 176
780 2772 2746
12213 12235 1239
1613 2540 564
604 1906 3788
1271 32942 5440
1449 11429 20166
1599 1609 1926
5599 24616 190
4900 10156 146
22821 28238 1383
1367 7574 5112
414 620 26894
9526 30005 691
6927 14713 56
2651 7753 209
2306 2472 1530
6741 6894 2301
448 6378 42
115 620 30399
212 23519 24382
1468 4551 8697
19136 23484 1059
1395 21262 5942
6546 15815 4805
3038 6408 1520
68 7541 44392
13971 22835 353
2054 22521 1089
663 9515 9174
10066 21239 621
2364 5741 5608
3591 28963 1595
656 2397 4824
6707 7469 2996
3480 6546 5603
400 10568 3243
2693 31500 103
78 6009 5678
5490 7919 930
620 7237 29970
212 11379 21909
917 33895 30886
9596 19375 207
12408 14067 272
7256 19849 265
1121 9313 211
1395 26995 6024
2820 31541 899
2853 7429 93
141 358 1901
192 20540 1049
14710 18759 48
20839 21857 1787
620 2701 27070
11919 19092 55
1715 2822 1058
3832 20277 1330
14433 14772 949
19270 31299 45
12431 18060 72
12506 12802 72
68 26980 38320
917 4134 35452
604 21435 3758
512 6016 13724
12216 14524 50
795 29944 1931
1629 7880 602
19340 31586 45
3799 8522 338
1970 17365 78
26971 29540 77
663 31872 10120
496 3516 877
1068 3646 1430
3832 10451 1046
9880 15343 179
19205 19565 665
68 9249 44224
15207 21126 158
1594 3376 610
212 25267 20236
1449 22973 15580
2364 16323 4614
1468 4251 7857
512 22485 14314
11219 20053 35
14966 21951 40
4167 4393 51
2977 6035 82
1449 33349 18573
620 19739 30732
3438 15612 6366
10248 11351 72
1590 14292 521
22117 22919 385
595 26572 755
1880 27875 2898
1610 5794 305
2431 23300 73
620 6920 31411
3980 23175 545
620 23219 26429
2174 28065 7254
12914 13012 1290
938 1468 10227
843 1468 8775
1808 14845 3281
620 12138 36362
121 1167 1863
1887 26965 107
1026 1731 6065
24181 25025 95
2397 16213 515
577 21799 11563
212 23622 21695
68 26664 34379
2542 5378 600
3314 9145 518
68 22531 38298
68 7708 39843
1382 27074 206
2329 19774 566
207 23471 2156
12816 16668 210
6546 22398 5622
10125 17333 326
2123 11589 1009
1991 17562 140
917 23685 37567
5110 31813 2900
795 30016 2278
10568 32919 1521
14637 17998 32
6883 12120 358
955 7789 966
12926 33152 153
2174 22130 8813
7790 16181 206
656 20301 4074
2123 10547 1145
546 18071 721
7469 23196 2383
141 432 1323
3299 3960 362
19478 30955 553
1405 10073 178
2039 33034 162
24773 25457 36
9012 12625 249
19158 22581 791
13063 13157 27
7922 23489 436
926 2831 851
1273 20408 11540
18419 22227 154
1273 1550 9728
1731 33907 6181
1449 15416 17188
1449 33387 20081
3798 6624 1972
16204 16214 158
2364 24718 5243
16242 16377 35
728 780 4519
3580 10857 150
212 4926 23579
1471 1704 2048
917 19754 27743
1644 2297 1083
604 4615 4314
432 716 1002
286 9796 686
917 14292 32835
620 2036 24929
3604 17331 305
1359 27532 429
1629 24374 641
68 6108 43638
212 3790 25122
577 4194 16093
8953 9428 563
15118 18111 373
12118 21208 62
10651 16900 136
6655 28220 1674
7589 30317 1384
21392 28010 96
620 19897 27662
917 12157 38283
136 510 5256
663 10992 8358
577 21854 13831
595 26768 790
1273 4466 10420
68 632 47518
29904 32381 27
577 2116 14676
19478 30027 529
10842 16101 1102
19462 31744 34
2042 15198 672
620 3705 34268
11379 20172 461
928 23494 490
919 20399 2649
8414 18525 761
13569 23418 260
1934 11706 357
917 2748 38036
31 212 24478
2011 26327 723
16044 26923 144
3404 4512 1290
18200 21326 43
2174 10817 8397
29967 31811 171
917 11372 39276
68 4117 34512
12932 13048 1328
286 1919 744
3579 26024 505
10755 14720 1047
425 27495 326
577 15983 11715
11994 17662 81
168 917 33666
10568 23106 1768
620 16610 29723
1107 11983 631
1367 17460 4662
212 434 22544
10755 15123 950
1325 8381 801
3756 17416 212
13759 17805 197
2123 6956 1111
1852 27247 395
620 15402 30732
68 3284 36631
663 30314 11845
68 1113 47661
10716 13803 145
951 24652 2856
1972 17692 928
577 33158 12200
512 16351 12210
9683 30265 219
620 33642 31432
2756 30301 217
663 30796 11342
917 4504 30998
9446 32750 260
1230 10984 121
932 2408 157
4612 24125 395
68 10896 43513
6546 28447 5832
4867 8212 405
100 6751 916
4664 12054 750
19706 19882 78
917 9828 32049
2364 24085 5951
13333 25594 137
7483 11621 842
1271 7417 6055
12667 16780 2001
2927 4084 1181
917 26663 40587
2299 16317 961
10568 12902 1665
620 26464 30905
8112 24816 363
212 955 19781
512 19688 14737
13640 21429 52
577 10654 13149
582 14039 994
13840 17288 220
1731 19769 5628
6676 18040 1896
3719 14113 287
1468 7480 9281
212 1808 24759
576 18361 1208
917 1629 40607
95 11621 1762
795 18995 2097
136 5283 5257
1605 5617 1145
5110 19653 2790
265 28561 353
1792 30811 1209
12475 33361 146
68 16713 46491
6395 9572 227
16360 21758 139
1808 11719 2794
620 9136 26035
85 504 411
9584 19507 118
6594 6644 67
2832 5110 3149
620 10491 30496
451 799 1093
663 5393 10118
3255 5310 97
68 21955 33596
1273 6673 8429
17333 17484 56
6546 21827 4750
1367 17665 4337
7628 9398 136
577 13949 14194
2736 30527 1335
1330 29074 192
1880 22873 2432
8025 24299 74
6831 14944 299
19452 29988 398
16906 28815 406
9558 30903 824
11330 13103 1962
917 3368 28413
1841 1926 887
1136 33690 101
1449 27434 17851
917 12027 34874
1344 12213 1344
3518 15554 502
121 16774 2011
6676 15099 1750
8510 26840 72
7803 13546 153
4892 8721 44
30267 31938 24
9282 9558 1027
4084 34010 272
68 5159 35274
16868 18608 51
12017 21422 59
68 34027 40564
68 13842 44033
597 2496 1349
1813 14867 191
17343 29017 151
1273 1388 9276
2123 6677 1134
23546 25034 137
2364 25379 4490
593 4867 1843
68 20429 37335
1271 15395 6273
16174 24578 363
1273 7564 12181
8992 22971 154
4063 11448 481
1273 29892 9991
1807 28132 1470
2316 25949 268
901 13238 849
2174 18689 7964
212 14316 20440
10690 21227 2798
620 2767 28742
17155 17713 64
1273 6360 8406
68 4347 42603
3535 21798 100
16359 20408 395
2174 14756 9927
2397 5744 631
119 14772 421
3478 13184 145
7589 30000 1365
2116 10808 653
358 1934 1818
3281 9144 257
620 16815 29939
68 19777 32460
11594 18547 33
917 5566 37007
68 29276 40746
68 2285 32113
9391 31093 178
921 13249 318
1449 2908 17093
13820 17137 226
2231 17872 237
18368 27480 2549
31465 31615 40
2517 23646 55
17360 21001 68
750 10291 139
2286 2706 1231
6546 20765 4786
1502 8953 656
12021 21857 1985
192 3832 2891
9912 11921 158
1449 14433 15618
192 14972 1501
5493 5618 1130
3941 11523 357
1449 9529 16791
611 1807 2144
68 18772 42587
1123 3038 1484
3783 21772 135
19136 30486 1867
912 25132 2995
1583 2634 996
2306 6361 3076
4771 18981 449
1641 16351 389
2364 25112 4673
10690 27376 3104
1367 6923 5118
4721 26492 758
7304 10552 486
1271 10149 5296
1273 18673 8465
663 6290 11601
7324 7694 168
31250 32197 99
620 4910 31401
1544 23089 145
14388 29191 74
870 917 32886
1273 8582 10211
4812 28645 285
495 26255 474
7413 19940 274
620 1549 25699
55 781 41
1367 30840 4355
1487 7219 148
1571 7508 257
212 17987 18837
663 7628 8712
1449 20264 18945
512 5834 11155
13689 27605 1724
10842 17684 1521
14063 18734 187
1880 26373 2646
3513 15488 263
2870 6027 727
512 549 13829
3644 28397 1264
2364 16348 5541
10186 17314 182
462 9558 1002
28 98 171
390 9842 1275
10568 33022 1409
14986 18525 542
29384 29569 129
7905 8113 189
93 1145 143
9654 11053 731
1697 33763 201
1321 1808 3040
68 1040 43818
880 917 27913
1380 15236 343
6630 16122 82
871 11330 3727
780 917 34355
1808 15942 3157
1353 3395 199
1926 6789 1070
1104 4891 1933
917 32879 28732
3904 12607 376
951 16356 2529
5757 7851 82
604 3425 4459
8215 9731 75
2821 20013 326
1313 4346 384
9377 29790 190
3577 27537 85
1300 1367 5452
19401 30586 291
1271 12204 5806
3438 12253 6879
1449 7156 17649
1468 19827 9274
5310 20223 115
604 4741 4262
663 1206 10967
16630 33805 161
620 3675 35264
512 15403 10629
4664 14867 600
6837 17732 147
95 21472 2040
496 6640 1071
577 6780 16537
663 12172 8409
552 28997 4310
109 1449 19860
2216 6741 2317
15398 26215 99
577 13012 13077
604 17292 3662
6813 10521 440
6510 33731 77
12347 15788 106
19422 30730 284
2190 21079 775
16493 25655 84
212 28941 24320
68 26841 44149
9902 16948 1522
584 1815 706
580 28695 215
13603 21279 60
95 6717 1322
20473 23403 288
620 27915 25056
1449 10149 19370
620 12482 36532
2441 2505 433
871 2364 7943
1926 14798 986
3675 32840 2736
13174 32881 138
9923 17061 791
19422 32564 339
17592 18091 527
4346 16649 333
136 12710 4340
68 1093 32941
577 28697 16611
917 5694 28549
6963 17317 407
5110 9573 2672
1449 34144 15922
19252 19458 178
1449 10277 16882
2364 25805 5777
17388 26341 35
9678 13103 2112
212 510 25586
365 6495 721
207 12956 2149
1715 6047 1462
3438 20997 6261
2123 15856 1290
136 3204 4982
577 8970 12199
143 10041 235
663 4515 11610
68 9653 42202
3438 4939 7342
901 7770 748
31206 32808 33
68 21139 35050
663 30936 10270
5744 21629 307
4786 22374 50
1477 19191 257
7413 14265 323
100 432 771
